id,NumOfCur,NumOfIncur,PerOfCur,PerOfIncur,NumOfVotes
10765,6,15,0.285714,0.714286,21
10768,5,2,0.714286,0.285714,7
9987,1,0,1.000000,0.000000,1
2583,32,55,0.367816,0.632184,87
2585,2,3,0.400000,0.600000,5
10787,8,1,0.888889,0.111111,9
10796,2,1,0.666667,0.333333,3
10806,1,1,0.500000,0.500000,2
10807,1,1,0.500000,0.500000,2
10818,3,2,0.600000,0.400000,5
10822,1,0,1.000000,0.000000,1
2634,4,6,0.400000,0.600000,10
10829,8,4,0.666667,0.333333,12
9997,2,0,1.000000,0.000000,2
10836,2,1,0.666667,0.333333,3
2649,23,65,0.261364,0.738636,88
2652,3,1,0.750000,0.250000,4
2654,23,12,0.657143,0.342857,35
10847,13,10,0.565217,0.434783,23
2672,1,8,0.111111,0.888889,9
10873,8,7,0.533333,0.466667,15
10876,0,1,0.000000,1.000000,1
2697,32,33,0.492308,0.507692,65
10897,2,0,1.000000,0.000000,2
10899,2,3,0.400000,0.600000,5
10901,1,1,0.500000,0.500000,2
10907,1,6,0.142857,0.857143,7
10909,16,1,0.941176,0.058824,17
10911,1,1,0.500000,0.500000,2
10917,15,1,0.937500,0.062500,16
10922,1,1,0.500000,0.500000,2
8647,1,5,0.166667,0.833333,6
2741,1,0,1.000000,0.000000,1
10945,2,2,0.500000,0.500000,4
2754,2,3,0.400000,0.600000,5
10950,1,0,1.000000,0.000000,1
2763,2,2,0.500000,0.500000,4
10018,8,16,0.333333,0.666667,24
10959,36,48,0.428571,0.571429,84
9367,1,4,0.200000,0.800000,5
10973,6,1,0.857143,0.142857,7
2799,73,39,0.651786,0.348214,112
2807,15,19,0.441176,0.558824,34
11006,8,8,0.500000,0.500000,16
11011,40,49,0.449438,0.550562,89
2825,1,1,0.500000,0.500000,2
2828,49,22,0.690141,0.309859,71
11022,2,8,0.200000,0.800000,10
11024,8,9,0.470588,0.529412,17
11029,1,0,1.000000,0.000000,1
11036,0,4,0.000000,1.000000,4
11043,5,0,1.000000,0.000000,5
11047,3,1,0.750000,0.250000,4
11054,1,1,0.500000,0.500000,2
2872,1,0,1.000000,0.000000,1
11069,1,0,1.000000,0.000000,1
2883,2,1,0.666667,0.333333,3
11079,1,3,0.250000,0.750000,4
11082,14,8,0.636364,0.363636,22
11090,21,21,0.500000,0.500000,42
11105,2,3,0.400000,0.600000,5
2914,0,1,0.000000,1.000000,1
11109,9,4,0.692308,0.307692,13
11110,2,0,1.000000,0.000000,2
11113,3,10,0.230769,0.769231,13
2933,3,4,0.428571,0.571429,7
2934,14,8,0.636364,0.363636,22
2949,1,0,1.000000,0.000000,1
2961,38,20,0.655172,0.344828,58
2967,79,38,0.675214,0.324786,117
2974,3,3,0.500000,0.500000,6
11176,3,3,0.500000,0.500000,6
2998,1,4,0.200000,0.800000,5
11196,1,1,0.500000,0.500000,2
3009,77,41,0.652542,0.347458,118
3031,40,32,0.555556,0.444444,72
11234,10,12,0.454545,0.545455,22
3054,0,16,0.000000,1.000000,16
3076,1,2,0.333333,0.666667,3
3085,5,6,0.454545,0.545455,11
3098,46,38,0.547619,0.452381,84
10074,1,1,0.500000,0.500000,2
3108,32,16,0.666667,0.333333,48
11302,1,0,1.000000,0.000000,1
11305,2,0,1.000000,0.000000,2
3114,1,0,1.000000,0.000000,1
3124,1,6,0.142857,0.857143,7
3131,0,1,0.000000,1.000000,1
11343,1,0,1.000000,0.000000,1
11366,4,2,0.666667,0.333333,6
3189,24,27,0.470588,0.529412,51
3191,15,72,0.172414,0.827586,87
3208,2,0,1.000000,0.000000,2
10096,1,0,1.000000,0.000000,1
11020,28,25,0.528302,0.471698,53
10106,2,3,0.400000,0.600000,5
10110,4,13,0.235294,0.764706,17
10113,7,5,0.583333,0.416667,12
10127,40,38,0.512821,0.487179,78
579,0,1,0.000000,1.000000,1
595,45,25,0.642857,0.357143,70
8305,7,4,0.636364,0.363636,11
9397,12,13,0.480000,0.520000,25
10771,2,7,0.222222,0.777778,9
8873,30,12,0.714286,0.285714,42
4108,86,14,0.860000,0.140000,100
4116,3,2,0.600000,0.400000,5
4120,38,20,0.655172,0.344828,58
4128,6,7,0.461538,0.538462,13
4141,5,2,0.714286,0.285714,7
4149,30,12,0.714286,0.285714,42
4150,0,4,0.000000,1.000000,4
4159,29,22,0.568627,0.431373,51
4175,0,16,0.000000,1.000000,16
4181,1,0,1.000000,0.000000,1
4184,6,4,0.600000,0.400000,10
4187,2,5,0.285714,0.714286,7
4196,5,1,0.833333,0.166667,6
4200,2,15,0.117647,0.882353,17
4217,1,0,1.000000,0.000000,1
10261,12,3,0.800000,0.200000,15
4277,20,21,0.487805,0.512195,41
4295,1,0,1.000000,0.000000,1
4299,14,33,0.297872,0.702128,47
4302,27,8,0.771429,0.228571,35
4303,3,7,0.300000,0.700000,10
4325,38,10,0.791667,0.208333,48
4340,20,9,0.689655,0.310345,29
4362,2,2,0.500000,0.500000,4
4375,55,63,0.466102,0.533898,118
4381,46,70,0.396552,0.603448,116
4405,1,0,1.000000,0.000000,1
4411,13,3,0.812500,0.187500,16
10293,4,0,1.000000,0.000000,4
4418,26,4,0.866667,0.133333,30
4435,2,2,0.500000,0.500000,4
8932,7,32,0.179487,0.820513,39
8933,0,1,0.000000,1.000000,1
4455,3,1,0.750000,0.250000,4
4460,54,36,0.600000,0.400000,90
4473,23,13,0.638889,0.361111,36
8940,1,0,1.000000,0.000000,1
10307,9,1,0.900000,0.100000,10
4517,1,0,1.000000,0.000000,1
4531,1,1,0.500000,0.500000,2
4556,3,3,0.500000,0.500000,6
4567,4,2,0.666667,0.333333,6
4569,2,10,0.166667,0.833333,12
4592,2,11,0.153846,0.846154,13
4608,5,5,0.500000,0.500000,10
4610,4,12,0.250000,0.750000,16
4625,24,12,0.666667,0.333333,36
4630,1,9,0.100000,0.900000,10
4634,3,3,0.500000,0.500000,6
4642,2,1,0.666667,0.333333,3
4693,1,1,0.500000,0.500000,2
4720,4,25,0.137931,0.862069,29
4726,13,17,0.433333,0.566667,30
4727,14,33,0.297872,0.702128,47
10254,14,11,0.560000,0.440000,25
4919,30,39,0.434783,0.565217,69
4922,21,15,0.583333,0.416667,36
4938,1,3,0.250000,0.750000,4
4953,1,0,1.000000,0.000000,1
4954,40,22,0.645161,0.354839,62
4961,4,1,0.800000,0.200000,5
4983,2,0,1.000000,0.000000,2
4987,15,17,0.468750,0.531250,32
5021,1,6,0.142857,0.857143,7
5052,2,4,0.333333,0.666667,6
5055,5,3,0.625000,0.375000,8
6715,19,13,0.593750,0.406250,32
5063,9,0,1.000000,0.000000,9
5094,7,10,0.411765,0.588235,17
11081,5,0,1.000000,0.000000,5
5118,1,6,0.142857,0.857143,7
5149,13,1,0.928571,0.071429,14
5162,13,4,0.764706,0.235294,17
5170,94,22,0.810345,0.189655,116
5189,15,45,0.250000,0.750000,60
5200,2,3,0.400000,0.600000,5
5201,13,18,0.419355,0.580645,31
5202,4,8,0.333333,0.666667,12
5208,8,13,0.380952,0.619048,21
5209,11,13,0.458333,0.541667,24
5215,18,43,0.295082,0.704918,61
5217,13,12,0.520000,0.480000,25
5220,1,2,0.333333,0.666667,3
5222,4,3,0.571429,0.428571,7
5230,17,9,0.653846,0.346154,26
5240,1,0,1.000000,0.000000,1
5258,2,19,0.095238,0.904762,21
5259,1,0,1.000000,0.000000,1
10435,23,8,0.741935,0.258065,31
5300,5,6,0.454545,0.545455,11
5311,0,1,0.000000,1.000000,1
5314,22,17,0.564103,0.435897,39
5319,15,24,0.384615,0.615385,39
5343,1,1,0.500000,0.500000,2
5367,61,40,0.603960,0.396040,101
5387,13,29,0.309524,0.690476,42
9093,1,1,0.500000,0.500000,2
5410,1,1,0.500000,0.500000,2
9096,5,1,0.833333,0.166667,6
5456,1,0,1.000000,0.000000,1
10474,4,3,0.571429,0.428571,7
5520,3,0,1.000000,0.000000,3
5545,57,61,0.483051,0.516949,118
5557,5,1,0.833333,0.166667,6
5558,13,7,0.650000,0.350000,20
9119,1,0,1.000000,0.000000,1
5575,5,6,0.454545,0.545455,11
8369,8,4,0.666667,0.333333,12
9123,1,0,1.000000,0.000000,1
5600,5,7,0.416667,0.583333,12
9461,8,15,0.347826,0.652174,23
5619,10,15,0.400000,0.600000,25
5639,53,38,0.582418,0.417582,91
10503,0,2,0.000000,1.000000,2
5706,5,6,0.454545,0.545455,11
5727,13,20,0.393939,0.606061,33
5743,1,1,0.500000,0.500000,2
10515,2,0,1.000000,0.000000,2
10517,6,2,0.750000,0.250000,8
5057,1,3,0.250000,0.750000,4
5792,2,0,1.000000,0.000000,2
5851,0,2,0.000000,1.000000,2
9171,70,20,0.777778,0.222222,90
5890,1,0,1.000000,0.000000,1
5892,8,2,0.800000,0.200000,10
5902,1,0,1.000000,0.000000,1
5906,1,4,0.200000,0.800000,5
5909,85,21,0.801887,0.198113,106
5950,77,34,0.693694,0.306306,111
5955,5,6,0.454545,0.545455,11
5956,32,4,0.888889,0.111111,36
9186,2,2,0.500000,0.500000,4
5983,6,20,0.230769,0.769231,26
9190,14,20,0.411765,0.588235,34
5995,1,1,0.500000,0.500000,2
6039,45,39,0.535714,0.464286,84
6055,2,2,0.500000,0.500000,4
8931,17,18,0.485714,0.514286,35
6073,2,1,0.666667,0.333333,3
6076,2,3,0.400000,0.600000,5
9205,18,1,0.947368,0.052632,19
6088,3,1,0.750000,0.250000,4
10575,5,1,0.833333,0.166667,6
6116,47,21,0.691176,0.308824,68
6124,19,9,0.678571,0.321429,28
6139,3,2,0.600000,0.400000,5
6153,41,15,0.732143,0.267857,56
9218,5,16,0.238095,0.761905,21
6160,4,2,0.666667,0.333333,6
9753,0,1,0.000000,1.000000,1
6223,37,4,0.902439,0.097561,41
6230,29,21,0.580000,0.420000,50
6237,1,1,0.500000,0.500000,2
10028,1,2,0.333333,0.666667,3
10301,7,5,0.583333,0.416667,12
6274,12,13,0.480000,0.520000,25
6282,12,8,0.600000,0.400000,20
6287,34,32,0.515152,0.484848,66
6288,1,1,0.500000,0.500000,2
9246,3,1,0.750000,0.250000,4
6390,0,1,0.000000,1.000000,1
6414,8,5,0.615385,0.384615,13
6419,1,0,1.000000,0.000000,1
6434,2,13,0.133333,0.866667,15
6437,1,1,0.500000,0.500000,2
6447,24,55,0.303797,0.696203,79
6461,40,19,0.677966,0.322034,59
6462,8,1,0.888889,0.111111,9
6463,7,7,0.500000,0.500000,14
6469,3,3,0.500000,0.500000,6
6470,7,21,0.250000,0.750000,28
6472,5,8,0.384615,0.615385,13
6473,40,35,0.533333,0.466667,75
6483,14,5,0.736842,0.263158,19
6485,1,9,0.100000,0.900000,10
6489,1,20,0.047619,0.952381,21
6491,58,51,0.532110,0.467890,109
6494,6,6,0.500000,0.500000,12
6498,46,29,0.613333,0.386667,75
6506,30,27,0.526316,0.473684,57
6525,5,1,0.833333,0.166667,6
6529,1,1,0.500000,0.500000,2
6530,47,43,0.522222,0.477778,90
6534,34,20,0.629630,0.370370,54
6536,14,2,0.875000,0.125000,16
6538,1,4,0.200000,0.800000,5
6539,29,21,0.580000,0.420000,50
6540,1,2,0.333333,0.666667,3
6542,6,10,0.375000,0.625000,16
6558,6,14,0.300000,0.700000,20
6562,9,0,1.000000,0.000000,9
6565,1,0,1.000000,0.000000,1
6578,16,7,0.695652,0.304348,23
6580,26,8,0.764706,0.235294,34
6582,5,5,0.500000,0.500000,10
6588,1,0,1.000000,0.000000,1
6589,25,19,0.568182,0.431818,44
6592,4,25,0.137931,0.862069,29
6601,65,38,0.631068,0.368932,103
6602,3,0,1.000000,0.000000,3
6603,1,0,1.000000,0.000000,1
6613,1,7,0.125000,0.875000,8
6616,7,3,0.700000,0.300000,10
6620,12,4,0.750000,0.250000,16
6624,25,21,0.543478,0.456522,46
6627,1,0,1.000000,0.000000,1
6633,27,10,0.729730,0.270270,37
6637,0,1,0.000000,1.000000,1
6638,3,4,0.428571,0.571429,7
6641,31,28,0.525424,0.474576,59
6642,2,0,1.000000,0.000000,2
6645,9,6,0.600000,0.400000,15
6648,56,44,0.560000,0.440000,100
6650,22,32,0.407407,0.592593,54
6657,3,4,0.428571,0.571429,7
6661,22,12,0.647059,0.352941,34
6662,5,10,0.333333,0.666667,15
6671,4,3,0.571429,0.428571,7
6672,1,1,0.500000,0.500000,2
6677,9,4,0.692308,0.307692,13
6681,65,26,0.714286,0.285714,91
6682,5,4,0.555556,0.444444,9
6685,78,30,0.722222,0.277778,108
6687,49,1,0.980000,0.020000,50
6690,6,1,0.857143,0.142857,7
6694,44,50,0.468085,0.531915,94
6695,26,12,0.684211,0.315789,38
6697,5,1,0.833333,0.166667,6
6698,20,22,0.476190,0.523810,42
6699,4,2,0.666667,0.333333,6
6705,1,1,0.500000,0.500000,2
6707,1,0,1.000000,0.000000,1
6711,1,0,1.000000,0.000000,1
6713,1,4,0.200000,0.800000,5
1119,37,44,0.456790,0.543210,81
6717,7,3,0.700000,0.300000,10
6718,9,8,0.529412,0.470588,17
6724,4,11,0.266667,0.733333,15
6731,7,2,0.777778,0.222222,9
6734,1,3,0.250000,0.750000,4
6736,2,2,0.500000,0.500000,4
6738,27,32,0.457627,0.542373,59
6739,7,9,0.437500,0.562500,16
6743,32,40,0.444444,0.555556,72
6758,30,14,0.681818,0.318182,44
6760,1,0,1.000000,0.000000,1
6761,2,0,1.000000,0.000000,2
6763,8,18,0.307692,0.692308,26
6767,1,4,0.200000,0.800000,5
6769,0,1,0.000000,1.000000,1
6771,29,45,0.391892,0.608108,74
6779,2,1,0.666667,0.333333,3
6783,16,92,0.148148,0.851852,108
6785,4,16,0.200000,0.800000,20
6789,2,3,0.400000,0.600000,5
6791,1,0,1.000000,0.000000,1
9324,1,7,0.125000,0.875000,8
6794,59,16,0.786667,0.213333,75
6799,1,1,0.500000,0.500000,2
6804,1,6,0.142857,0.857143,7
6807,36,12,0.750000,0.250000,48
6814,0,1,0.000000,1.000000,1
6815,1,2,0.333333,0.666667,3
6816,0,1,0.000000,1.000000,1
6820,49,20,0.710145,0.289855,69
6828,21,9,0.700000,0.300000,30
6829,20,23,0.465116,0.534884,43
6830,3,10,0.230769,0.769231,13
6836,6,3,0.666667,0.333333,9
6838,52,44,0.541667,0.458333,96
10697,13,18,0.419355,0.580645,31
6844,1,1,0.500000,0.500000,2
6847,36,14,0.720000,0.280000,50
6850,19,17,0.527778,0.472222,36
6852,3,2,0.600000,0.400000,5
6854,60,35,0.631579,0.368421,95
6857,4,12,0.250000,0.750000,16
6872,2,2,0.500000,0.500000,4
6878,1,2,0.333333,0.666667,3
6880,36,2,0.947368,0.052632,38
6889,34,15,0.693878,0.306122,49
6890,11,9,0.550000,0.450000,20
6895,2,0,1.000000,0.000000,2
6896,26,44,0.371429,0.628571,70
6901,1,1,0.500000,0.500000,2
6904,16,22,0.421053,0.578947,38
6923,26,6,0.812500,0.187500,32
6925,1,0,1.000000,0.000000,1
6929,9,22,0.290323,0.709677,31
6930,1,17,0.055556,0.944444,18
6931,3,4,0.428571,0.571429,7
6938,9,48,0.157895,0.842105,57
6939,36,14,0.720000,0.280000,50
6945,35,9,0.795455,0.204545,44
6948,58,11,0.840580,0.159420,69
6949,34,8,0.809524,0.190476,42
6951,2,1,0.666667,0.333333,3
6953,1,0,1.000000,0.000000,1
6962,4,6,0.400000,0.600000,10
6971,25,25,0.500000,0.500000,50
6984,42,58,0.420000,0.580000,100
6992,15,3,0.833333,0.166667,18
6993,1,1,0.500000,0.500000,2
6995,24,18,0.571429,0.428571,42
7002,3,63,0.045455,0.954545,66
7007,21,4,0.840000,0.160000,25
7010,13,13,0.500000,0.500000,26
7012,15,17,0.468750,0.531250,32
7014,10,5,0.666667,0.333333,15
7017,40,18,0.689655,0.310345,58
7018,34,43,0.441558,0.558442,77
10727,1,1,0.500000,0.500000,2
7021,2,1,0.666667,0.333333,3
7022,1,0,1.000000,0.000000,1
7025,1,2,0.333333,0.666667,3
7028,14,7,0.666667,0.333333,21
7037,2,0,1.000000,0.000000,2
7039,4,8,0.333333,0.666667,12
7042,1,0,1.000000,0.000000,1
7045,4,6,0.400000,0.600000,10
7047,2,4,0.333333,0.666667,6
7060,13,13,0.500000,0.500000,26
7063,16,56,0.222222,0.777778,72
7064,7,7,0.500000,0.500000,14
7065,0,1,0.000000,1.000000,1
7073,6,7,0.461538,0.538462,13
7080,4,6,0.400000,0.600000,10
7086,1,7,0.125000,0.875000,8
7088,4,6,0.400000,0.600000,10
7090,14,12,0.538462,0.461538,26
7094,1,1,0.500000,0.500000,2
7102,4,2,0.666667,0.333333,6
7111,0,2,0.000000,1.000000,2
7116,1,1,0.500000,0.500000,2
7117,2,2,0.500000,0.500000,4
7118,63,31,0.670213,0.329787,94
7133,21,33,0.388889,0.611111,54
7136,18,4,0.818182,0.181818,22
7155,42,32,0.567568,0.432432,74
7160,1,1,0.500000,0.500000,2
7162,5,4,0.555556,0.444444,9
7167,8,0,1.000000,0.000000,8
7170,34,3,0.918919,0.081081,37
7173,11,4,0.733333,0.266667,15
7182,2,3,0.400000,0.600000,5
7185,1,2,0.333333,0.666667,3
7189,7,9,0.437500,0.562500,16
7190,9,9,0.500000,0.500000,18
7196,2,1,0.666667,0.333333,3
7202,1,3,0.250000,0.750000,4
7207,15,4,0.789474,0.210526,19
7219,3,2,0.600000,0.400000,5
7220,51,51,0.500000,0.500000,102
7224,2,10,0.166667,0.833333,12
7228,2,0,1.000000,0.000000,2
7231,1,1,0.500000,0.500000,2
7232,1,4,0.200000,0.800000,5
7237,34,19,0.641509,0.358491,53
7238,40,1,0.975610,0.024390,41
7239,15,22,0.405405,0.594595,37
7248,3,1,0.750000,0.250000,4
7260,1,0,1.000000,0.000000,1
7261,8,13,0.380952,0.619048,21
7264,52,23,0.693333,0.306667,75
7266,5,16,0.238095,0.761905,21
7272,1,0,1.000000,0.000000,1
7273,5,2,0.714286,0.285714,7
7277,2,6,0.250000,0.750000,8
7282,17,19,0.472222,0.527778,36
7283,1,1,0.500000,0.500000,2
7289,1,2,0.333333,0.666667,3
7291,9,14,0.391304,0.608696,23
7294,1,0,1.000000,0.000000,1
7296,1,0,1.000000,0.000000,1
7302,8,15,0.347826,0.652174,23
7307,3,1,0.750000,0.250000,4
7308,17,2,0.894737,0.105263,19
7309,8,1,0.888889,0.111111,9
7317,52,60,0.464286,0.535714,112
7322,1,1,0.500000,0.500000,2
7327,1,1,0.500000,0.500000,2
7331,1,1,0.500000,0.500000,2
7336,31,48,0.392405,0.607595,79
7348,1,3,0.250000,0.750000,4
7349,45,55,0.450000,0.550000,100
7353,11,10,0.523810,0.476190,21
7354,30,2,0.937500,0.062500,32
7355,28,4,0.875000,0.125000,32
7357,2,3,0.400000,0.600000,5
7358,5,5,0.500000,0.500000,10
7359,11,1,0.916667,0.083333,12
7365,21,0,1.000000,0.000000,21
7380,3,1,0.750000,0.250000,4
7384,3,1,0.750000,0.250000,4
7388,3,0,1.000000,0.000000,3
7389,33,12,0.733333,0.266667,45
7393,2,1,0.666667,0.333333,3
7398,2,0,1.000000,0.000000,2
7399,36,19,0.654545,0.345455,55
7407,0,6,0.000000,1.000000,6
7409,9,33,0.214286,0.785714,42
7411,43,13,0.767857,0.232143,56
7420,19,3,0.863636,0.136364,22
7422,8,8,0.500000,0.500000,16
7423,18,5,0.782609,0.217391,23
7425,2,52,0.037037,0.962963,54
7433,29,13,0.690476,0.309524,42
7437,4,0,1.000000,0.000000,4
7438,1,1,0.500000,0.500000,2
7439,3,4,0.428571,0.571429,7
7441,16,37,0.301887,0.698113,53
7442,1,0,1.000000,0.000000,1
7450,29,40,0.420290,0.579710,69
7456,6,1,0.857143,0.142857,7
7462,43,22,0.661538,0.338462,65
7464,1,1,0.500000,0.500000,2
7472,22,31,0.415094,0.584906,53
7473,11,14,0.440000,0.560000,25
7476,15,45,0.250000,0.750000,60
7482,2,8,0.200000,0.800000,10
9439,11,6,0.647059,0.352941,17
7484,10,0,1.000000,0.000000,10
7485,1,0,1.000000,0.000000,1
7488,4,14,0.222222,0.777778,18
7496,62,51,0.548673,0.451327,113
7500,8,22,0.266667,0.733333,30
7505,0,1,0.000000,1.000000,1
7509,44,55,0.444444,0.555556,99
7511,0,2,0.000000,1.000000,2
7514,1,0,1.000000,0.000000,1
7516,4,7,0.363636,0.636364,11
7518,1,0,1.000000,0.000000,1
7519,0,2,0.000000,1.000000,2
7523,36,20,0.642857,0.357143,56
7531,8,38,0.173913,0.826087,46
7532,5,7,0.416667,0.583333,12
7534,77,38,0.669565,0.330435,115
7540,13,1,0.928571,0.071429,14
7543,44,30,0.594595,0.405405,74
7545,1,2,0.333333,0.666667,3
7554,34,30,0.531250,0.468750,64
7557,1,2,0.333333,0.666667,3
7563,4,9,0.307692,0.692308,13
7567,1,0,1.000000,0.000000,1
7572,46,49,0.484211,0.515789,95
7576,2,8,0.200000,0.800000,10
7578,2,1,0.666667,0.333333,3
7580,1,4,0.200000,0.800000,5
7583,0,7,0.000000,1.000000,7
7588,1,0,1.000000,0.000000,1
7589,12,10,0.545455,0.454545,22
7591,66,50,0.568966,0.431034,116
7595,1,0,1.000000,0.000000,1
7602,21,10,0.677419,0.322581,31
7604,41,38,0.518987,0.481013,79
7613,48,36,0.571429,0.428571,84
7614,21,9,0.700000,0.300000,30
7615,17,4,0.809524,0.190476,21
7617,2,66,0.029412,0.970588,68
7618,1,1,0.500000,0.500000,2
7620,0,1,0.000000,1.000000,1
7624,1,1,0.500000,0.500000,2
7625,41,7,0.854167,0.145833,48
7627,2,0,1.000000,0.000000,2
7631,49,2,0.960784,0.039216,51
7642,2,0,1.000000,0.000000,2
7652,4,0,1.000000,0.000000,4
7653,3,4,0.428571,0.571429,7
7658,1,0,1.000000,0.000000,1
7660,0,3,0.000000,1.000000,3
7661,6,11,0.352941,0.647059,17
7662,13,5,0.722222,0.277778,18
7664,54,21,0.720000,0.280000,75
7665,8,6,0.571429,0.428571,14
7669,0,4,0.000000,1.000000,4
7676,10,8,0.555556,0.444444,18
7677,27,12,0.692308,0.307692,39
7679,4,3,0.571429,0.428571,7
7687,13,28,0.317073,0.682927,41
7689,41,25,0.621212,0.378788,66
7690,2,0,1.000000,0.000000,2
7699,59,16,0.786667,0.213333,75
7701,20,8,0.714286,0.285714,28
7703,44,34,0.564103,0.435897,78
7706,13,0,1.000000,0.000000,13
7712,4,10,0.285714,0.714286,14
7715,10,28,0.263158,0.736842,38
7718,13,35,0.270833,0.729167,48
7724,1,1,0.500000,0.500000,2
7727,10,35,0.222222,0.777778,45
7729,41,9,0.820000,0.180000,50
7731,2,2,0.500000,0.500000,4
7737,58,15,0.794521,0.205479,73
7740,7,6,0.538462,0.461538,13
7746,21,18,0.538462,0.461538,39
7750,4,1,0.800000,0.200000,5
7751,6,5,0.545455,0.454545,11
7752,1,12,0.076923,0.923077,13
7753,39,2,0.951220,0.048780,41
7758,43,23,0.651515,0.348485,66
7764,50,39,0.561798,0.438202,89
7767,1,0,1.000000,0.000000,1
7769,62,30,0.673913,0.326087,92
7780,25,18,0.581395,0.418605,43
7781,25,53,0.320513,0.679487,78
9489,2,5,0.285714,0.714286,7
7787,34,19,0.641509,0.358491,53
7794,26,29,0.472727,0.527273,55
7799,4,8,0.333333,0.666667,12
7800,2,4,0.333333,0.666667,6
7802,29,49,0.371795,0.628205,78
7803,49,2,0.960784,0.039216,51
7805,1,3,0.250000,0.750000,4
7815,4,2,0.666667,0.333333,6
7817,17,4,0.809524,0.190476,21
7825,1,0,1.000000,0.000000,1
7827,1,0,1.000000,0.000000,1
7833,1,2,0.333333,0.666667,3
7838,7,18,0.280000,0.720000,25
7839,1,0,1.000000,0.000000,1
7847,29,29,0.500000,0.500000,58
7848,2,0,1.000000,0.000000,2
7850,17,22,0.435897,0.564103,39
7856,4,2,0.666667,0.333333,6
7858,42,31,0.575342,0.424658,73
7869,1,0,1.000000,0.000000,1
7874,2,1,0.666667,0.333333,3
7878,1,1,0.500000,0.500000,2
7886,2,2,0.500000,0.500000,4
7888,17,2,0.894737,0.105263,19
7889,0,1,0.000000,1.000000,1
7890,8,27,0.228571,0.771429,35
7892,1,13,0.071429,0.928571,14
7895,2,0,1.000000,0.000000,2
7896,36,21,0.631579,0.368421,57
7899,29,2,0.935484,0.064516,31
7902,11,3,0.785714,0.214286,14
7905,2,0,1.000000,0.000000,2
7906,3,1,0.750000,0.250000,4
7909,4,7,0.363636,0.636364,11
7913,2,0,1.000000,0.000000,2
7915,2,6,0.250000,0.750000,8
7916,1,2,0.333333,0.666667,3
7917,2,5,0.285714,0.714286,7
7918,2,0,1.000000,0.000000,2
7924,15,22,0.405405,0.594595,37
7926,1,0,1.000000,0.000000,1
7929,2,3,0.400000,0.600000,5
7930,85,7,0.923913,0.076087,92
7933,1,0,1.000000,0.000000,1
7934,3,12,0.200000,0.800000,15
7946,1,19,0.050000,0.950000,20
7952,1,2,0.333333,0.666667,3
7956,2,1,0.666667,0.333333,3
7963,2,2,0.500000,0.500000,4
7968,1,4,0.200000,0.800000,5
7972,1,16,0.058824,0.941176,17
7973,63,30,0.677419,0.322581,93
7974,1,0,1.000000,0.000000,1
7975,12,5,0.705882,0.294118,17
7976,56,25,0.691358,0.308642,81
7980,4,2,0.666667,0.333333,6
7987,46,14,0.766667,0.233333,60
7991,1,2,0.333333,0.666667,3
7992,24,51,0.320000,0.680000,75
7993,2,10,0.166667,0.833333,12
8000,8,3,0.727273,0.272727,11
8001,27,7,0.794118,0.205882,34
8002,3,4,0.428571,0.571429,7
8004,36,10,0.782609,0.217391,46
8005,65,30,0.684211,0.315789,95
8013,6,1,0.857143,0.142857,7
8021,46,70,0.396552,0.603448,116
8023,1,3,0.250000,0.750000,4
8026,6,2,0.750000,0.250000,8
8034,3,12,0.200000,0.800000,15
8037,0,1,0.000000,1.000000,1
8047,22,8,0.733333,0.266667,30
8049,6,5,0.545455,0.454545,11
8052,38,7,0.844444,0.155556,45
8054,9,0,1.000000,0.000000,9
8056,5,2,0.714286,0.285714,7
8067,0,1,0.000000,1.000000,1
8072,21,7,0.750000,0.250000,28
8074,0,1,0.000000,1.000000,1
8079,1,0,1.000000,0.000000,1
8084,11,12,0.478261,0.521739,23
8085,38,29,0.567164,0.432836,67
8092,45,61,0.424528,0.575472,106
8093,2,5,0.285714,0.714286,7
8094,52,15,0.776119,0.223881,67
8101,13,4,0.764706,0.235294,17
8103,3,2,0.600000,0.400000,5
8107,1,9,0.100000,0.900000,10
8110,0,2,0.000000,1.000000,2
8112,6,1,0.857143,0.142857,7
8116,11,5,0.687500,0.312500,16
8119,32,7,0.820513,0.179487,39
8128,1,0,1.000000,0.000000,1
8129,5,2,0.714286,0.285714,7
8130,17,9,0.653846,0.346154,26
8136,49,12,0.803279,0.196721,61
8142,2,7,0.222222,0.777778,9
8149,0,1,0.000000,1.000000,1
8151,3,21,0.125000,0.875000,24
8153,12,18,0.400000,0.600000,30
8155,8,5,0.615385,0.384615,13
8158,27,16,0.627907,0.372093,43
8161,6,2,0.750000,0.250000,8
8163,57,36,0.612903,0.387097,93
8172,5,14,0.263158,0.736842,19
8174,18,11,0.620690,0.379310,29
8175,11,1,0.916667,0.083333,12
8176,11,20,0.354839,0.645161,31
8177,1,2,0.333333,0.666667,3
8180,2,3,0.400000,0.600000,5
8190,33,5,0.868421,0.131579,38
